feature,logFC_PC_vs_NC,logFC_G25_vs_NC,logFC_G50_vs_NC,delta_G25,delta_G50,min_delta,best_dose,verified_name,id_system,verification_status,source_type,source_note
PWY-5430,2.99699764674595,0.175159382725596,0.467595699245804,2.82183826402035,2.52940194750014,2.52940194750014,G50,,,,,
P261-PWY,12.2960605463334,0,9.69436356763445,12.2960605463334,2.60169697869899,2.60169697869899,G50,,,,,
PWY-6174,2.22969910987843,-10.6950712560854,-0.723310742391727,12.9247703659639,2.95300985227016,2.95300985227016,G50,,,,,
LIPASYN-PWY,12.2864913766149,0,8.75756897635737,12.2864913766149,3.52892240025753,3.52892240025753,G50,,,,,
PWY-5198,15.5400486865504,0,11.3175233689225,15.5400486865504,4.2225253176279,4.2225253176279,G50,,,,,
PWY-6338,0,12.4500632609863,8.83309109971635,12.4500632609863,8.83309109971635,8.83309109971635,G50,,,,,
PWY-7097,0,12.4500632609863,8.83309109971635,12.4500632609863,8.83309109971635,8.83309109971635,G50,,,,,
PWY-7098,0,12.5910593008286,8.89596812494548,12.5910593008286,8.89596812494548,8.89596812494548,G50,,,,,
PWY-6143,10.2425399384187,0,0,10.2425399384187,10.2425399384187,10.2425399384187,G25,,,,,
PWY-722,10.4621439529482,0,0,10.4621439529482,10.4621439529482,10.4621439529482,G25,,,,,
DHGLUCONATE-PYR-CAT-PWY,0,13.9505806549996,10.9392910244409,13.9505806549996,10.9392910244409,10.9392910244409,G50,,,,,
CENTBENZCOA-PWY,11.3051861963818,0,0,11.3051861963818,11.3051861963818,11.3051861963818,G25,,,,,
PWY-7046,11.4253444306912,0,0,11.4253444306912,11.4253444306912,11.4253444306912,G25,,,,,
PWY-7084,11.5037920159379,0,0,11.5037920159379,11.5037920159379,11.5037920159379,G25,,,,,
PWY-1501,11.971176181595,0,0,11.971176181595,11.971176181595,11.971176181595,G25,,,,,
PWY-7295,12.5804341739061,0,0,12.5804341739061,12.5804341739061,12.5804341739061,G25,,,,,
PWY-1361,13.0138561215572,0,0,13.0138561215572,13.0138561215572,13.0138561215572,G25,,,,,
PWY-1422,13.2187082794838,0,0,13.2187082794838,13.2187082794838,13.2187082794838,G25,,,,,
PWY-7373,2.53769294936469,-10.938682203019,-10.938682203019,13.4763751523837,13.4763751523837,13.4763751523837,G25,,,,,
PWY-6957,13.6896086291493,0,0,13.6896086291493,13.6896086291493,13.6896086291493,G25,,,,,
LPSSYN-PWY,14.5520711546665,0,0,14.5520711546665,14.5520711546665,14.5520711546665,G25,,,,,
