feature,kw_statistic,kw_pvalue,mean_NC,mean_PC,mean_G25,mean_G50,kw_qvalue,verified_name,id_system,verification_status,source_type,source_note
GALLATE-DEGRADATION-II-PWY,2.41469072164948,0.490905808368793,0,3.58529102614875e-05,1.4759696904439e-05,3.5209653292548e-06,0.589580127158282,,,,,
PWY-5741,2.4085520361991,0.492044649332097,6.19945190179271e-05,0.000205519742858661,5.46819498038533e-05,6.76411216565922e-05,0.589580127158282,,,,,
PWY-5529,2.3611111111111,0.500914827179284,0,4.91673030214744e-05,2.29996372057431e-05,0,0.596677955904735,,,,,
PWY-6944,2.3611111111111,0.500914827179284,0,1.56384062803384e-05,6.87340824246436e-06,0,0.596677955904735,,,,,
PWY-7211,2.32631578947368,0.507498254934615,0.00303221348120934,0.0038608965450146,0.00256877647921781,0.00416464660729888,0.597562304632862,,,,,
PWY-181,2.28783185840708,0.514856007131943,0.000322161303014519,0.00107426765549486,0.000620316234445366,0.00028893755808132,0.597562304632862,,,,,
PWY-5855,2.28315789473684,0.515755083558974,0.000128017027758261,0.000546975418469558,0.000243181072038846,0.000230019347134368,0.597562304632862,,,,,
PWY-5856,2.28315789473684,0.515755083558974,0.000128017027758261,0.000546975418469558,0.000243181072038846,0.000230019347134368,0.597562304632862,,,,,
PWY-5857,2.28315789473684,0.515755083558974,0.000128017027758261,0.000546975418469558,0.000243181072038846,0.000230019347134368,0.597562304632862,,,,,
PWY-6708,2.28315789473684,0.515755083558974,0.000128017027758261,0.000546975418469558,0.000243181072038846,0.000230019347134368,0.597562304632862,,,,,
TYRFUMCAT-PWY,2.24841966637402,0.522474278438396,8.6303116501327e-05,0.000270069605254351,0.000105758518433921,0.00013341753185353,0.597562304632862,,,,,
GALACTARDEG-PWY,2.23107692307692,0.525853153867786,5.92348514373428e-06,7.67187498627702e-05,3.89977619638919e-05,1.37317574097126e-05,0.597562304632862,,,,,
GLUCARGALACTSUPER-PWY,2.23107692307692,0.525853153867786,5.92348514373428e-06,7.67187498627702e-05,3.89977619638919e-05,1.37317574097126e-05,0.597562304632862,,,,,
PWY-6182,2.22384955752212,0.527266042203457,5.9631301498329e-05,0.000162724461223059,7.52798081289713e-05,6.89241938364492e-05,0.597562304632862,,,,,
METHANOGENESIS-PWY,2.16666666666669,0.538543805409859,0,0,0,3.15653257898545e-07,0.597562304632862,methanogenesis,MetaCyc pathway,verified,MetaCyc/BioCyc,Verified from MetaCyc-coded pathway usage in the literature.
PWY-5392,2.16666666666669,0.538543805409859,0,0,0,1.47692616833766e-05,0.597562304632862,reductive TCA cycle II,MetaCyc pathway,verified,MetaCyc/BioCyc,Verified from MetaCyc/BioCyc pages for PWY-5392.
PWY-6141,2.16666666666669,0.538543805409859,0,0,0,2.25216016136744e-07,0.597562304632862,,,,,
PWY-6148,2.16666666666669,0.538543805409859,0,0,0,1.23828153222413e-06,0.597562304632862,,,,,
PWY-6167,2.16666666666669,0.538543805409859,0,0,0,6.47561417765863e-07,0.597562304632862,,,,,
PWY-622,2.16666666666669,0.538543805409859,0,0,0,1.98823903503264e-05,0.597562304632862,,,,,
PWY-6349,2.16666666666669,0.538543805409859,0,0,0,2.55340451416181e-07,0.597562304632862,,,,,
PWY-6350,2.16666666666669,0.538543805409859,0,0,0,2.40338434486453e-07,0.597562304632862,,,,,
PWY-6565,2.16666666666669,0.538543805409859,0,0,0,3.31586361841254e-06,0.597562304632862,superpathway of polyamine biosynthesis III,MetaCyc pathway,verified,MetaCyc/BioCyc,Verified from MetaCyc/BioCyc pages for PWY-6565.
PWY-6654,2.16666666666669,0.538543805409859,0,0,0,7.77424462314236e-07,0.597562304632862,,,,,
PWY-7286,2.16666666666669,0.538543805409859,0,0,0,2.59464085307407e-07,0.597562304632862,,,,,
DHGLUCONATE-PYR-CAT-PWY,2.16666666666666,0.538543805409863,0,0,1.58312716937738e-05,1.96260771447334e-06,0.597562304632862,,,,,
PWY-6338,2.16666666666666,0.538543805409863,0,0,5.59454624636934e-06,4.55063562568347e-07,0.597562304632862,,,,,
PWY-7097,2.16666666666666,0.538543805409863,0,0,5.59454624636934e-06,4.55063562568347e-07,0.597562304632862,,,,,
PWY-7098,2.16666666666666,0.538543805409863,0,0,6.16901935984308e-06,4.75379699444965e-07,0.597562304632862,,,,,
PWY-5154,2.08421052631579,0.555113680184178,0.000780718524388917,0.00156099480608165,0.000951239985707949,0.00134605747186805,0.614008402292691,,,,,
UBISYN-PWY,2.0778947368421,0.556397737386216,0.000117935416340429,0.000521727176566703,0.000232046549971959,0.000205262032304672,0.614008402292691,,,,,
PWY-5417,2.00508849557522,0.571351240190761,5.37869190361753e-05,0.000150807147549435,7.49081213642054e-05,6.6268490638134e-05,0.627092824599616,,,,,
PWY-5431,2.00508849557522,0.571351240190761,5.37869190361753e-05,0.000150807147549435,7.49081213642054e-05,6.6268490638134e-05,0.627092824599616,,,,,
PWY-1622,1.91934782608695,0.589313916329571,2.63228892805584e-05,0.000298223653824963,4.39673531301532e-05,8.87861960165741e-05,0.645059827333719,,,,,
PWY-5647,1.898,0.593844619936967,4.26573739044059e-06,3.46287648417697e-05,5.81455600642078e-06,2.06377744469644e-05,0.648267037936582,,,,,
CHLOROPHYLL-SYN,1.81344827586207,0.612012822162942,0,3.84175582403676e-05,1.62882426542382e-05,4.15918539311748e-05,0.666304282193525,,,,,
GLUCARDEG-PWY,1.79641592920355,0.615715180220315,2.54041755942448e-05,8.80589377019861e-05,7.90704038844463e-05,2.34778031566672e-05,0.668537930266025,,,,,
P281-PWY,1.74176136363636,0.627689545683468,1.68326197405887e-05,8.14071969742821e-05,3.73405119102944e-05,3.13905488805129e-05,0.679717288774879,,,,,
NADSYN-PWY,1.60261538461538,0.65879694427408,1.38653592804904e-05,0.000109173634917594,3.52548563704351e-05,6.66438656662145e-05,0.709608410720751,,,,,
PWY-5651,1.60261538461538,0.65879694427408,8.78894659669798e-06,7.08072042032356e-05,2.26104602326885e-05,4.31718878531479e-05,0.709608410720751,,,,,
PWY-7644,1.54074074074076,0.672899807213686,0,3.72262492008469e-06,0,3.17836558989529e-06,0.722876450720273,,,,,
ECASYN-PWY,1.51241379310346,0.679408211401214,1.09618340498833e-07,1.05352045997848e-05,0,8.03606029441565e-06,0.727937369358443,,,,,
THREOCAT-PWY,1.49882352941176,0.682541885749448,1.48306164312055e-05,1.44390979046686e-05,5.42180998683183e-05,3.83935908437361e-05,0.729365339653104,,,,,
KETOGLUCONMET-PWY,1.46089285714286,0.691325196996697,4.29295438651061e-05,8.21499934579899e-05,2.82828367699146e-05,5.17032262995146e-05,0.736807117851743,,,,,
PWY-1269,1.43052631578947,0.698395051609505,0.000146387217013818,0.000612890313920822,0.000372707269338213,0.000221542744907448,0.741812840509928,,,,,
PWY-5655,1.425,0.699685197715537,6.80072300074668e-06,4.68126021769983e-05,1.15654999171077e-05,2.39316637484318e-05,0.741812840509928,,,,,
PWY0-1338,1.39137931034483,0.707556707362185,0,6.22544372912114e-06,2.15973251898264e-05,4.40717502540785e-06,0.748199651388211,,,,,
RHAMCAT-PWY,1.34105263157895,0.719408567872954,0.000716251569030888,0.000954229141245809,0.000941038610371848,0.000872925812455477,0.758751223928506,,,,,
PWY-3801,1.16641304347825,0.761070600972647,0,7.91032478042465e-05,0.000147778373347121,3.80909031499535e-05,0.800606736088109,,,,,
TRNA-CHARGING-PWY,1.13578947368421,0.768442134617149,0.00770607568762318,0.00719568193174641,0.00568367268963156,0.00730081991285437,0.806267006528355,,,,,
CALVIN-PWY,1.10421052631578,0.776057744262213,0.00797825556374591,0.00829643173045318,0.00658653894796196,0.00812214932855268,0.812049571783429,,,,,
NAGLIPASYN-PWY,1.09631578947368,0.777963540375235,0.000157238108296936,0.000652799169543657,0.000393622844894999,0.000244548481251006,0.812049571783429,,,,,
PWY0-862,1.04736842105263,0.789792279166518,0.000560034489649999,0.000985443262092462,0.000583113669483769,0.00051081566233255,0.822277308643804,,,,,
PWY-6467,1.02526315789473,0.795139333341669,0.000167292323096898,0.000656613995290947,0.000366785881105291,0.000237641914512933,0.825721615393272,,,,,
PWY-6210,0.970760869565203,0.80832645895782,0,4.18741102138621e-06,1.44424675716441e-06,1.31114088449475e-06,0.837269094316924,,,,,
PWY-5838,0.935263157894738,0.816910724460209,0.000692298076587968,0.00111028308631116,0.000910545741658227,0.000995267173609929,0.844002151546899,,,,,
PWY-6572,0.918586956521727,0.820940189279258,0,1.45644433410716e-05,5.84282363601401e-06,2.48325290763767e-05,0.846007065287785,,,,,
PWY-1541,0.909782608695655,0.823066421581985,1.39210462960252e-05,9.1477568566366e-05,4.17133201071131e-05,2.74824787772433e-05,0.846045433352041,,,,,
DENITRIFICATION-PWY,0.807058823529417,0.847777921576113,2.32550215270265e-05,0.000114782535666633,1.37796617128567e-05,3.12256628386644e-05,0.869240653767913,,,,,
PWY-6505,0.678092783505158,0.878344246746816,7.1871280881561e-06,1.36532832059116e-05,3.91837799704965e-06,1.03183294427864e-05,0.898306615991061,,,,,
PWY-6641,0.641451990632312,0.886880709473961,4.68841125780515e-06,3.98270559945084e-05,2.55229592835606e-05,7.87740947077384e-06,0.904752361050262,,,,,
GALLATE-DEGRADATION-I-PWY,0.55011709601873,0.907750733025708,3.95291664847495e-06,3.58529102614875e-05,1.4759696904439e-05,3.5209653292548e-06,0.921401119988501,,,,,
METHYLGALLATE-DEGRADATION-PWY,0.55011709601873,0.907750733025708,4.93930449043829e-06,4.46920525431754e-05,1.84257861253617e-05,4.40033025467355e-06,0.921401119988501,,,,,
PWY-5861,0.5278947368421,0.912721685383041,0.000552980617731222,0.000884049761093231,0.00082847057199683,0.000862830689994467,0.924130706450329,,,,,
PWY0-1241,0.469473684210527,0.925544864451284,0.000114706262584141,0.000378708141404353,0.00017532462674164,0.000114258007515126,0.934777232176484,,,,,
PWY-7391,0.455281690140848,0.92860007109381,6.22034361787765e-05,7.40019466857915e-05,6.99182896041654e-05,6.27419012150396e-05,0.93552992237063,,,,,
PWY-5177,0.35933628318584,0.948508419858935,9.65955693356261e-05,0.000230603640116016,0.000232233125381744,0.000111327016504962,0.953215657674612,,,,,
P184-PWY,0.320689655172412,0.956091489550881,5.09273719046537e-06,8.05410371130654e-06,1.13512492056948e-05,4.7057507918782e-07,0.958458052643829,,,,,
PWY-7013,0.227894736842103,0.972965260206596,0.000227149493233659,0.000223730267813411,0.000176288858662784,0.000235159190225887,0.972965260206596,,,,,
