pathway,pval,padj,log2err,ES,NES,size,leadingEdge
GOBP_REGULATION_OF_POST_TRANSLATIONAL_PROTEIN_MODIFICATION,0.941747572815534,0.987435207739284,0.024567800621605,0.173326874234483,0.761110824827421,184,CAV1|RIPK2|NGF|MINAR1|CEP78|MAPK9|CRTAP|ARRDC3|EGR1|P3H1|RASSF1|TSPO|PRICKLE1|SKP2|UBE2N|BAG2|NPM1|AKT1|SASH1|CAPN3|RPS2|RNF180|LAPTM5|RASD2|HIF1A|ABCA2|PSMD10
GOBP_SPERM_FLAGELLUM_ASSEMBLY,0.942477876106195,0.987965990430864,0.0343431191135615,0.186764587353217,0.648329670111163,40,CEP78|CEP131|DNAH12|TTC12|TTLL5|ARMC2|SPAG16|LRRC46|DNAH3|DZIP1
GOBP_UNSATURATED_FATTY_ACID_BIOSYNTHETIC_PROCESS,0.94273127753304,0.987996720381073,0.0341204536062472,0.189959362567239,0.655541650391918,38,ELOVL5|PLA2G4A|FADS2|PTGES3|SCD|PTGS2|PTGES|AVPR1A|FADS1|ELOVL1|TBXAS1|PLA2G4F|SCD5|FABP5
GOBP_REGULATION_OF_CELL_CYCLE_PHASE_TRANSITION,0.943207126948775,0.988260509200843,0.0194541744944906,0.169603858444775,0.795488830603526,364,HSPA2|ADAMTS1|ANXA1|STXBP4|FHL1|DDRGK1|CTDSPL|CDKN2C|CHEK2|ID2|RDX|TOPBP1|DDR2|PKD1|RASSF1|RCC2|DACT1|TP53|PKD2|GFI1B|APBB1|MN1|PAF1|BCL2|AVEN|GPR132|NPM1|ATP2B4|SMARCA4|AKT1|BRIP1|CDC23|SMARCC2|ZFP36L1|NSMCE2|SASS6|SMARCD2|CDK15|KNTC1|ESPL1|PKP3|TCF3|EZH2|HECW2|PLCB1|LSM11|TBX2|ETAA1|ATR|INHBA|BRD4
GOBP_REGULATION_OF_SISTER_CHROMATID_SEGREGATION,0.943699731903485,0.988541724391177,0.0296354881939192,0.178305771884912,0.716269851155043,98,SMARCA4|CDC23|SMARCC2|BECN1|NSMCE2|SMARCD2|NUMA1|KNTC1|ESPL1|HECW2|SMARCA2|SPC25|DYNLL2|DPF2|CDK5RAP2|FBXO5|PLK1|BCL7A|DYNLT1|PHF10|DUSP1|TEX14|CHFR|TTK|TACC3|HNRNPU|MOS|ACTB|BUB1B|DYNC1I2|PRPF4B|PBRM1|NUF2|MAD2L1|ATM|SIRT1|DLGAP5|CENPE|SMARCD3|SPDL1|SKA3|BUB1
GOBP_REGULATION_OF_ANDROGEN_RECEPTOR_SIGNALING_PATHWAY,0.944186046511628,0.988816218306358,0.0366082221336689,0.199263002480932,0.613059951067755,24,SMARCA4|FOXP1|TCF7L2|ZBTB7A
GOBP_REGULATION_OF_NUCLEAR_DIVISION,0.944517833553501,0.988928788443929,0.0288567763564905,0.175314154714625,0.722726751800491,113,CAV2|IGF2|NPR2|CDC23|RCC1|NSMCE2|DAPK3|KNTC1|ESPL1|BORA|PLCB1|PDGFRB|DRD3|SPC25|DYNLL2|WNT5A|PDXP|NFE2L1|CDK5RAP2|FBXO5|PLK1|DYNLT1|PHIP|DUSP1|SMPD3|CDC42|TEX14|BMP4|TTK|NME6|MOS|BUB1B|DYNC1I2|WNT4|PRPF4B|NUF2|MAD2L1|ATM|EDN3|CHEK1|MTBP|DLGAP5|AURKB|NUSAP1|SPDL1|SKA3|BUB1
GOBP_ORGANELLE_DISASSEMBLY,0.944852941176471,0.98904478101782,0.0776798560117236,-0.173491350193398,-0.756850459379956,66,GBF1|GFM2|ZNF598|CDK5RAP3|HBS1L|UFD1|RNF14|UFSP2|TCF25|RNF10|EIF2D|GCN1|RCHY1|PRKAA2|TRNT1|EIF4E2|MRPL58
GOBP_OOCYTE_MATURATION,0.945558739255014,0.989548654492133,0.0650877566917313,-0.185966076756935,-0.65526892301413,27,PDE3A|ZAR1|SHB|LSM14B
GOBP_NEGATIVE_REGULATION_OF_T_CELL_MEDIATED_IMMUNITY,0.945945945945946,0.989718954835234,0.062249042949858,-0.220615736454501,-0.630656714262709,13,IL20RB|SMAD7|USP5|AHR1A|PPP3CB|DUSP22|IL7R
GOBP_DIENCEPHALON_DEVELOPMENT,0.946327683615819,0.989883453632775,0.0320704174637537,0.187575502533167,0.686399891244722,54,NRP1|ZEB2|FGF2|SEMA3E|DRD2|RBPJ|WNT5A|NRP2|SMO|PLXNA1|GATA2|ISL1|CNTNAP2
GOBP_MOTILE_CILIUM_ASSEMBLY,0.946853146853147,0.990198179429679,0.0315649069021069,0.188693531582116,0.704866718997202,61,CEP78|INTU|CEP131|RSPH9|DNAH12|TTC12|TTLL5|ARMC2|SPAG16|LRRC46|RAB7L1|AHI1|DNAH3|DZIP1|DMD|CC2D2A|TPGS1
GOBP_REGULATION_OF_CELLULAR_LOCALIZATION,0.947540983606557,0.990212893273598,0.0179363489740654,0.169152471400477,0.804485866585263,420,FAM132A|CAV1|SORBS1|GPC6|ITGB3|P2RX2|GSN|MDFIC|RUFY4|GPC1|TNFAIP6|STXBP4|SPTBN1|KLF7|PPARD|HCLS1|FAM65A|MYO1C|CACNA2D2|LAMC1|INPP5K|RDX|HYAL2|PCNT|GAS6|STX3|AR|TRPC3|CNST|JAK2|PID1|APOD|OXCT1|RAPGEF3|DPP10|TARDBP|BCL2|ITGB1|ZFAND1|ATP2B4|AKT1|PTPN14|MAP1B|CEP131|LRP1|CAMK2B|NDEL1|NUMA1|XPO1|GLI3|CDH2|GPC4|PRR5L|PHPT1|LDLRAP1|PTPN1|ZDHHC8|RHOQ|HIF1A|CAMK2G|ABCA2|RAMP3|RAB23|ATP13A2|OLFM1|CPSF6|FZD9|DMTN|DYNLL2|CSK|CATH1|ITGA3|THOC2|NEDD4|RAB7L1|NHLRC1|COMMD1|NEFH|RAB21|C2CD2L|TCTEX1D2|SMO|PLK3|NUP214|PTPN9|EPHA5|EPHA2|EPHA3|SRI|MYBPC3|CDK5R1|CD4|SNX3|CEP290|NUP58|EFCAB7|ASPH|GHSR|ANXA2|RAN|GPRC6A|PIK3CA|RBM22|ITGB1BP1|GPER1|SPAG5|DAG1|DYNC1LI2|ABCA12
GOBP_TELOMERASE_RNA_LOCALIZATION,0.947454844006568,0.990212893273598,0.0391155247681459,0.211108564146167,0.581891996830129,16,CCT3|CCT8|CCT5|NAF1|RUVBL1
GOBP_CELLULAR_RESPONSE_TO_L_LEUCINE,0.947229551451187,0.990212893273598,0.0610363728309177,-0.214044923568491,-0.574492877785016,11,KLHL22|RPTOR|MTOR|STAMBPL1|RRAGD|SESN1|EP300
GOBP_REGULATION_OF_MRNA_METABOLIC_PROCESS,0.95124716553288,0.990808782219825,0.0200480391102353,0.169747509876297,0.782118204863896,278,VIM|UPF3A|ZC3H12C|ARID5A|KHDRBS3|DND1|IGF2BP1|YBX3|QKI|CSTF2|BOLL|RBM3|RBPMS2|CASC3|RBM14|VIP|SRRM1|SRSF6|NOVA1|TARDBP|RBM11|SAMD4A|NPM1|RBM38|AKT1|ZFP36L1|SRSF2|FASTK|PKP3|PRR5L|SLC11A1|RBPMS|LARP1B|NANOS1|ZBTB7A|ALYREF|HNRNPA1|YTHDF1|ZFP36L2|C4orf48|RBM15|SRSF5|PIWIL1|SNRPD2|RBM25|SYNCRIP|SERBP1|TNRC6C|HDAC7|LSM7|CWC22|TNRC6B|WTAP|RBMXL3|FMR1|FAM172A|RBM19
GOBP_REGULATION_OF_MRNA_CATABOLIC_PROCESS,0.952380952380952,0.990808782219825,0.024285888595648,0.169073107080728,0.740792968874583,179,VIM|UPF3A|ZC3H12C|ARID5A|DND1|IGF2BP1|YBX3|QKI|BOLL|RBM3|CASC3|VIP|TARDBP|SAMD4A|NPM1|RBM38|AKT1|ZFP36L1|FASTK|PKP3|PRR5L|SLC11A1|LARP1B|NANOS1|ALYREF|YTHDF1|ZFP36L2|C4orf48|PIWIL1
GOBP_PROTEIN_TETRAMERIZATION,0.949864498644986,0.990808782219825,0.0298484971250709,0.180972115315515,0.703809448004601,79,ACACB|COL6A1|KCND3|PKD1|TP53|PKD2|APP|APIP|SSBP1|EVL|KCNJ2|TP73|CPSF6|GNMT|SNCA|MAT1A|TRPM1|ITPR1|HOMER1
GOBP_IMMUNOGLOBULIN_PRODUCTION,0.949864498644986,0.990808782219825,0.0298484971250709,0.178423251960915,0.693842047350275,78,TFRC|CD86|UNG|SWAP70|REV1|HPX|SASH3
GOBP_TRANSCRIPTION_BY_RNA_POLYMERASE_III,0.950980392156863,0.990808782219825,0.0713052987340038,-0.164943565351101,-0.683560364539744,50,POLR3F|POLR2E|POLR3E|IVNS1ABP|SETD5|DEK|SF3B1|ZNF76|RPTOR|SMARCA5|GTF3C3|POLR3G|MTOR|ERCC6|TENM1|POLR2H
